competition,date,athlete,round,run,trick_order,trick_name,planned_trick,landed,coach_execution_rating,rag_rating,fail_reason,prev_trick_quality,run_completion_pct,run_score,coach_notes,overall_position_after_round
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,6,360,360,Yes,5,Amber,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,7,Turn Down,Turn Down,Yes,7,Green,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,8,X-Up Air,X-Up Air,Yes,8,Green,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,9,Tailwhip,Tailwhip,Yes,8,Green,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,10,Straight Air,Straight Air,Yes,9,Green,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,11,No Hander,No Hander,Yes,5,Amber,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,12,Can Can,Can Can,Yes,6,Amber,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,13,Barspin Transfer,Barspin Transfer,Yes,6,Amber,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,14,Truck to Fakie,Truck to Fakie,Yes,7,Green,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,15,One Hand Table,One Hand Table,Yes,9,Green,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,16,360 Table,360 Table,Yes,4,Amber,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,17,Toboggan,Toboggan,Yes,6,Amber,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,18,Tailwhip Air,Tailwhip Air,Yes,6,Amber,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,19,Tuck No Hander,Tuck No Hander,Yes,8,Green,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,20,Invert,Invert,No,0,Red,Heavy landing reduced speed,Low,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,21,Backflip Attempt,Backflip Attempt,No,0,Red,Speed loss after previous trick,Low,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,22,Double Barspin Attempt,Double Barspin Attempt,No,0,Red,Could not reset after previous trick,Low,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,23,Flair Attempt,Flair Attempt,Yes,5,Amber,,Moderate,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,24,Can Can Transfer,Can Can Transfer,Yes,9,Green,,Good,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,1,25,Cash Roll Attempt,Cash Roll Attempt,Yes,3,Amber,,Moderate,88,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,1,Barspin,Barspin,Yes,7,Green,,N/A,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,2,Truck Driver,Truck Driver,Yes,8,Green,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,3,360,360,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,4,Tailwhip,Tailwhip,Yes,5,Amber,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,5,Flair,Flair,Yes,5,Amber,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,6,Tabletop Air,Tabletop Air,Yes,8,Green,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,7,360 Tailwhip,360 Tailwhip,Yes,8,Green,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,8,Turn Down,Turn Down,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,9,X-Up Air,X-Up Air,Yes,6,Amber,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,10,Straight Air,Straight Air,Yes,6,Amber,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,11,No Hander,No Hander,Yes,7,Green,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,12,Can Can,Can Can,Yes,8,Green,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,13,Barspin Transfer,Barspin Transfer,Yes,8,Green,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,14,Truck to Fakie,Truck to Fakie,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,15,One Hand Table,One Hand Table,Yes,6,Amber,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,16,360 Table,360 Table,Yes,6,Amber,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,17,Toboggan,Toboggan,Yes,8,Green,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,18,Tailwhip Air,Tailwhip Air,Yes,8,Green,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,19,Tuck No Hander,Tuck No Hander,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,20,Invert,Invert,Yes,6,Amber,,Moderate,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,21,Backflip Attempt,Backflip Attempt,No,0,Red,Could not reset after previous trick,Moderate,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,22,Double Barspin Attempt,Double Barspin Attempt,Yes,6,Amber,,Moderate,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,23,Flair Attempt,Flair Attempt,Yes,7,Green,,Good,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,24,Can Can Transfer,Can Can Transfer,Yes,6,Amber,,Moderate,96,95,Poor execution on one trick appears to affect the next,1
Shanghai World Cup,18/09/2026,Eli Bennett,Final,2,25,Cash Roll Attempt,Cash Roll Attempt,Yes,4,Amber,,Moderate,96,95,Poor execution on one trick appears to affect the next,1
European Championships,24/10/2026,Luca Mercer,Qualification,1,1,Backflip Tailwhip,Backflip Tailwhip,Yes,9,Green,,N/A,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,2,Double Barspin,Double Barspin,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,3,Flair,Flair,Yes,6,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,4,720,720,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,5,Truck Driver,Truck Driver,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,6,Barspin Transfer,Barspin Transfer,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,7,Tailwhip Air,Tailwhip Air,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,8,Turn Down,Turn Down,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,9,360 Table,360 Table,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,10,Invert,Invert,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,11,Cash Roll,Cash Roll,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,12,No Hander,No Hander,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,13,Turndown Air,Turndown Air,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,14,Can Can,Can Can,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,15,Superman,Superman,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,16,Flair Barspin,Flair Barspin,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,17,Downside Tailwhip,Downside Tailwhip,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,18,360 Barspin,360 Barspin,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,19,X-Up Air,X-Up Air,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,20,One Hand Table,One Hand Table,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,21,720 Tailwhip Attempt,720 Tailwhip Attempt,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,22,Truck to Fakie,Truck to Fakie,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,23,Barspin Rewind,Barspin Rewind,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,24,Speed Transfer,Speed Transfer,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,1,25,Double Tailwhip,Double Tailwhip,No,0,Red,Late pull on bars,Moderate,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,1,Cash Roll,Cash Roll,Yes,9,Green,,N/A,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,2,Truck Driver,Truck Driver,Yes,8,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,3,Flair,Flair,Yes,8,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,4,Barspin Transfer,Barspin Transfer,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,5,Double Tailwhip,Double Tailwhip,No,0,Red,Late pull on bars,Moderate,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,6,Backflip Table,Backflip Table,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,7,Turn Down,Turn Down,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,8,360 Barspin,360 Barspin,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,9,Invert,Invert,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,10,Tailwhip Air,Tailwhip Air,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,11,No Hander,No Hander,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,12,Can Can,Can Can,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,13,Superman,Superman,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,14,Flair Whip,Flair Whip,Yes,7,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,15,Double Barspin,Double Barspin,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,16,Truck to Fakie,Truck to Fakie,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,17,One Hand Table,One Hand Table,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,18,720,720,Yes,7,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,19,Downside Whip,Downside Whip,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,20,Turndown Air,Turndown Air,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,21,Barspin Rewind,Barspin Rewind,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,22,X-Up Air,X-Up Air,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,23,Speed Transfer,Speed Transfer,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,24,Backflip Indian Air,Backflip Indian Air,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Qualification,2,25,900 Attempt,900 Attempt,No,0,Red,Cased landing,Moderate,92,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,1,Backflip Tailwhip,Backflip Tailwhip,Yes,9,Green,,N/A,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,2,Double Barspin,Double Barspin,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,3,Flair,Flair,Yes,6,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,4,720,720,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,5,Truck Driver,Truck Driver,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,6,Barspin Transfer,Barspin Transfer,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,7,Tailwhip Air,Tailwhip Air,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,8,Turn Down,Turn Down,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,9,360 Table,360 Table,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,10,Invert,Invert,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,11,Cash Roll,Cash Roll,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,12,No Hander,No Hander,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,13,Turndown Air,Turndown Air,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,14,Can Can,Can Can,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,15,Superman,Superman,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,16,Flair Barspin,Flair Barspin,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,17,Downside Tailwhip,Downside Tailwhip,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,18,360 Barspin,360 Barspin,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,19,X-Up Air,X-Up Air,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,20,One Hand Table,One Hand Table,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,21,720 Tailwhip Attempt,720 Tailwhip Attempt,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,22,Truck to Fakie,Truck to Fakie,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
European Championships,24/10/2026,Luca Mercer,Semi-Final,1,23,Barspin Rewind,Barspin Rewind,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,3
